lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01001045,Croydon 027C,9.60,76.37,49.60,10.50,19.70,9.50,51.50,8.70,58.50,5.10,22.60,12.50,1.30,41.50,59.70,40.30,47.40,1.10,11.00,0.30,5.20,0.60,1.40,25.70,7.30,12.00,14.30,16.70,47.50,83.50,16.50,1.90,5.00,4.30,88.80,203000.00,14.70,12.70,10.20,1.70,8.80,41.10,10.80,4.70,8.40,8.10,83.50,81.30,13.60,5.10,57.60,36.30,4.80,1.00,0.20,0.50,6.60,31941
E01001047,Croydon 027D,5.80,76.33,18.20,12.10,18.30,9.20,47.50,12.90,65.20,6.20,14.00,12.30,2.40,34.80,65.00,35.00,51.10,1.10,3.90,0.20,6.40,0.40,0.40,27.10,9.40,11.30,29.00,11.60,46.40,97.10,2.90,3.80,12.20,7.60,76.40,224750.00,12.40,12.80,13.00,1.40,11.30,40.70,8.30,5.40,6.20,8.40,85.40,85.10,10.40,4.50,50.40,42.10,6.10,1.00,0.30,0.60,5.60,30532
E01001170,Croydon 027E,5.70,68.83,25.70,9.90,16.10,17.70,44.20,12.10,58.90,7.30,13.80,17.10,2.90,41.10,69.40,30.60,54.80,1.40,3.90,0.10,5.80,0.20,0.20,24.20,9.50,17.10,22.80,18.90,39.00,95.50,4.50,2.80,7.10,4.70,85.30,161000.00,16.80,9.90,15.40,1.50,12.10,34.90,9.40,6.00,10.40,8.90,80.60,79.80,14.90,5.40,47.00,44.20,7.60,0.70,0.50,0.60,5.10,29112
E01001167,Croydon 028A,8.00,68.35,56.40,23.00,24.80,15.80,24.50,11.80,51.40,7.40,19.00,19.10,3.10,48.60,67.90,32.10,57.60,1.20,6.00,0.20,8.60,1.00,0.50,17.20,7.80,22.80,43.50,13.60,17.70,98.70,1.30,2.50,33.10,36.30,28.10,230000.00,17.10,15.20,14.10,2.10,12.70,29.50,9.40,6.30,6.40,6.80,86.80,84.10,11.50,4.40,24.80,49.30,21.10,3.70,1.00,1.10,3.80,30489
E01001169,Croydon 028B,8.30,62.80,22.40,19.00,18.40,22.40,30.70,9.40,54.90,7.30,15.10,21.10,1.50,45.10,74.30,25.70,63.00,0.50,3.30,0.10,7.50,0.50,0.50,18.60,6.00,17.20,27.20,46.50,7.10,98.80,1.20,3.60,54.30,18.80,23.20,225000.00,27.40,15.30,15.20,1.90,11.50,20.60,8.00,5.80,9.80,9.60,80.50,79.30,14.00,6.70,37.00,45.00,14.00,3.20,0.80,0.90,2.70,24800
E01001171,Croydon 028C,6.80,61.78,29.80,14.10,18.10,23.10,34.90,9.80,52.50,6.50,18.90,20.80,1.40,47.50,69.20,30.80,58.70,0.50,8.80,0.00,5.50,0.50,1.10,19.30,5.60,17.80,25.80,36.60,18.50,98.80,1.20,13.20,14.70,10.30,61.80,232000.00,21.90,12.50,13.90,1.50,9.80,31.90,8.60,6.50,13.90,8.00,78.10,74.90,17.50,7.60,42.00,43.20,12.00,1.80,1.00,0.80,3.20,28377
E01001172,Croydon 028D,10.50,64.07,70.30,20.60,14.40,26.00,26.90,12.00,56.10,7.80,13.60,19.90,2.60,43.90,71.90,28.10,55.30,0.50,5.20,0.30,9.20,0.10,0.70,23.10,5.80,9.70,24.50,57.10,6.80,94.00,6.00,4.60,44.30,31.80,19.40,212750.00,32.20,15.80,13.90,2.10,9.70,17.60,8.70,7.30,8.80,9.00,82.20,77.40,15.70,6.90,36.70,46.60,14.00,2.40,0.30,0.80,2.90,22941
E01001173,Croydon 028E,6.30,66.89,101.80,16.40,22.00,17.90,31.60,12.00,54.50,7.10,16.50,19.10,2.80,45.50,69.70,30.30,53.60,1.10,5.40,0.30,9.30,0.20,0.60,22.50,7.10,20.10,28.30,22.70,23.00,97.70,2.30,13.40,18.40,16.50,51.70,188000.00,13.60,14.30,14.80,1.60,11.30,35.90,8.40,5.40,5.00,7.60,87.50,85.60,10.50,3.90,25.60,52.30,18.60,2.50,0.90,1.00,2.10,30980
E01001036,Croydon 029A,5.10,63.91,84.60,17.20,37.40,4.10,32.50,8.80,68.40,5.00,19.50,5.70,1.40,31.60,73.40,26.60,55.00,0.90,9.40,0.20,4.10,1.60,1.60,19.50,7.60,41.70,33.80,3.70,19.90,96.50,3.50,57.80,4.00,1.80,36.40,277500.00,12.30,6.60,12.30,1.80,10.40,50.50,6.00,5.50,8.70,8.10,83.20,84.90,11.50,3.60,19.70,45.50,26.80,5.40,2.50,1.30,2.10,53569
E01001037,Croydon 029B,7.40,70.42,15.70,18.40,22.00,17.30,29.50,12.80,64.40,8.30,10.30,15.00,1.90,35.60,77.70,22.30,51.40,1.60,2.30,0.20,5.80,1.00,0.70,28.40,8.50,14.70,36.20,20.70,26.10,95.70,4.30,3.20,13.80,43.70,39.10,208000.00,14.00,12.60,15.00,1.70,12.80,38.20,5.70,3.90,3.50,6.90,89.60,86.30,10.80,2.90,39.10,50.30,9.10,1.30,0.20,0.70,5.60,30150
E01001038,Croydon 029C,5.70,79.19,20.30,11.60,26.70,8.00,45.80,8.00,65.40,6.20,13.70,12.80,1.90,34.60,72.20,27.80,52.30,0.50,4.90,0.30,5.90,0.10,0.30,28.10,7.60,12.00,31.20,11.60,40.90,97.40,2.60,6.10,6.20,4.90,82.80,170000.00,10.70,13.00,13.70,2.00,10.40,43.40,6.80,4.40,5.20,7.30,87.60,85.30,10.60,4.10,37.10,50.20,11.40,1.20,0.20,0.80,3.60,33985
E01001039,Croydon 029D,4.30,66.21,46.20,23.50,35.70,6.50,24.90,9.40,76.50,4.30,13.20,5.50,0.50,23.50,81.30,18.70,60.00,0.70,3.90,0.00,5.20,0.10,1.20,22.30,6.80,42.70,40.10,3.40,11.50,97.00,3.00,42.30,28.10,11.00,18.60,435000.00,9.40,11.10,13.10,1.80,12.90,48.40,3.20,3.40,5.60,7.60,86.80,87.00,10.00,3.00,15.30,43.40,31.60,7.40,2.40,1.40,2.20,51617
E01001040,Croydon 029E,6.50,72.07,19.40,18.30,24.90,13.90,31.50,11.40,71.40,7.60,9.40,9.50,2.00,28.60,77.90,22.10,54.90,0.80,2.20,0.10,3.90,0.10,0.50,30.60,6.90,19.30,41.00,8.10,29.90,96.30,3.70,4.40,19.30,44.10,32.20,220000.00,14.10,13.00,13.10,1.80,12.30,38.50,7.20,3.30,4.40,6.40,89.20,88.10,9.20,2.80,34.20,51.20,12.70,1.30,0.50,0.80,4.00,33444
E01001051,Croydon 030A,11.60,56.94,25.60,18.10,18.10,27.40,28.90,7.60,63.90,7.10,2.80,24.50,1.60,36.10,80.40,19.60,54.90,0.40,0.30,0.20,4.60,0.10,0.30,32.90,6.40,10.70,16.90,67.30,4.60,97.60,2.40,3.00,9.40,43.40,44.20,163000.00,37.00,16.30,17.60,1.80,9.00,11.60,6.60,4.90,9.60,9.90,80.50,78.00,15.50,6.50,47.20,37.70,12.00,2.40,0.70,0.70,2.70,21910
E01001052,Croydon 030B,14.00,58.05,16.20,19.40,16.60,36.00,15.50,12.60,61.90,6.90,3.50,27.10,0.60,38.10,82.10,17.90,54.10,0.00,0.30,0.10,4.80,0.30,0.20,33.70,6.50,13.00,20.60,60.00,4.90,98.90,1.10,5.30,12.40,64.40,17.90,158000.00,32.00,17.80,17.60,1.50,10.30,12.60,8.20,6.50,8.50,7.30,84.20,82.20,12.00,5.70,38.50,45.50,13.80,1.70,0.40,0.80,2.60,21741
E01001054,Croydon 030C,11.70,61.64,25.10,21.20,24.10,25.30,19.20,10.30,68.10,5.20,2.70,23.00,0.90,31.90,79.10,20.90,55.70,0.20,0.70,0.20,5.00,0.10,0.20,29.90,8.10,20.70,26.90,44.80,6.60,99.50,0.50,3.00,27.80,50.90,18.30,163000.00,35.60,17.40,15.70,1.80,9.10,13.30,7.10,6.00,9.60,8.70,81.60,79.40,13.50,7.10,40.10,43.10,14.10,2.20,0.50,0.80,3.00,21973
E01001056,Croydon 030D,16.20,56.89,15.50,25.50,12.80,39.30,13.70,8.80,60.90,9.10,4.80,24.30,0.90,39.10,78.30,21.70,47.90,0.00,1.60,0.10,6.70,0.10,0.20,36.20,7.20,7.30,13.70,73.20,4.20,99.30,0.70,2.30,18.60,28.80,49.90,162000.00,32.30,18.20,18.00,2.00,9.80,12.60,7.20,6.70,7.90,7.40,84.70,81.70,12.30,5.90,44.90,42.00,10.60,1.90,0.70,0.70,3.00,20090
E01001057,Croydon 030E,18.30,57.94,13.80,22.00,7.80,47.10,14.10,8.90,54.10,10.60,6.40,27.70,1.20,45.90,77.30,22.70,48.60,0.40,1.00,0.00,8.50,0.10,0.20,35.00,6.20,3.90,7.20,84.90,3.30,96.40,3.60,1.20,6.20,17.50,75.00,0.00,29.70,19.90,16.90,0.90,10.60,14.10,7.90,10.10,6.40,7.30,86.30,82.60,12.40,5.00,57.10,34.70,6.90,1.10,0.20,0.50,3.00,18572
E01001033,Croydon 031A,7.70,66.96,29.80,19.20,25.90,11.20,32.90,10.80,64.90,6.40,15.90,11.00,1.80,35.10,72.20,27.80,54.70,0.70,5.60,0.10,7.40,0.30,0.80,23.40,6.90,24.50,41.10,7.60,25.40,97.30,2.70,11.50,26.40,20.20,41.80,239500.00,13.30,12.20,15.40,1.90,11.50,38.70,7.00,4.90,5.30,8.10,86.60,83.90,12.40,3.70,31.40,46.50,17.40,3.60,1.00,1.00,3.40,37432
E01001034,Croydon 031B,5.40,73.22,29.90,18.30,29.40,9.50,32.60,10.20,71.70,7.70,9.20,10.30,1.10,28.30,77.40,22.60,53.40,1.60,3.60,0.10,2.70,0.30,0.10,30.10,8.20,21.20,42.40,4.20,29.10,97.20,2.80,8.80,25.90,16.50,48.70,195000.00,10.40,11.30,17.70,1.90,13.60,39.60,5.50,3.20,4.90,8.00,87.10,88.60,8.70,2.70,27.60,51.80,16.50,3.00,1.10,1.00,3.40,37951
E01001041,Croydon 031C,8.10,71.20,20.00,16.80,19.30,14.00,39.10,10.90,63.50,9.40,9.80,14.80,2.50,36.50,74.90,25.10,50.30,0.60,2.90,0.10,6.10,0.50,0.90,30.40,8.30,15.20,31.10,12.60,39.80,97.70,2.30,4.20,17.70,13.40,64.70,210000.00,13.20,13.70,14.50,1.70,14.30,34.70,7.90,4.60,5.20,7.00,87.80,86.20,9.90,3.90,36.40,48.50,12.90,1.60,0.50,0.80,3.30,29856
E01001095,Croydon 031D,5.60,71.19,24.00,23.30,24.70,13.50,26.40,12.20,66.10,5.00,13.60,13.30,2.00,33.90,77.50,22.50,56.90,1.80,5.70,0.30,4.30,0.20,0.50,22.60,7.70,17.80,45.40,5.80,27.20,95.90,4.10,3.80,19.50,30.00,46.60,220000.00,12.10,15.80,15.60,2.70,12.70,34.20,6.90,5.40,4.10,6.10,89.80,88.40,9.10,2.50,30.10,45.90,18.80,2.90,2.20,1.10,3.30,34090
E01001100,Croydon 031E,3.20,65.24,24.30,22.90,28.80,7.40,32.00,8.90,76.20,3.60,10.00,8.90,1.30,23.80,82.20,17.80,61.50,0.40,5.00,0.10,3.30,0.10,0.70,21.90,6.90,30.70,42.80,5.80,17.40,97.80,2.20,6.30,46.30,13.60,33.80,330000.00,11.90,10.70,15.10,2.00,12.40,41.50,6.50,2.70,4.50,6.70,88.70,85.90,10.20,3.90,19.70,54.40,21.80,2.90,1.10,1.10,3.40,42362
E01001053,Croydon 032A,8.20,61.40,23.10,21.10,28.10,21.60,19.50,9.70,77.20,4.50,3.70,13.50,1.10,22.80,84.90,15.10,55.50,0.10,1.00,0.10,4.40,0.20,0.50,31.30,6.90,23.70,33.80,38.10,3.40,98.00,2.00,2.00,63.40,26.80,7.80,163000.00,33.70,16.90,15.50,4.00,8.70,13.30,7.90,4.50,8.70,7.60,83.70,80.30,13.30,6.40,28.80,46.30,19.90,3.00,1.90,1.00,3.00,23954
E01001055,Croydon 032B,11.40,62.26,29.20,15.70,24.80,21.90,27.40,10.30,75.50,4.50,3.60,15.90,0.60,24.50,84.10,15.90,56.10,0.40,0.80,0.10,2.40,0.10,0.40,31.00,8.90,17.90,22.70,51.50,6.50,99.20,0.80,3.60,45.30,34.40,16.80,105000.00,39.60,17.60,15.40,2.70,8.30,10.50,6.00,4.00,11.80,11.20,77.10,74.60,16.70,8.70,37.10,42.60,15.60,4.30,0.50,0.90,3.00,21286
E01001077,Croydon 032C,6.00,66.05,18.20,20.10,37.90,14.30,21.00,6.70,83.50,2.20,4.70,8.60,1.10,16.50,87.70,12.30,61.20,1.10,0.20,0.40,2.70,0.10,0.40,27.70,6.20,34.60,46.10,10.30,7.10,99.10,0.90,2.10,80.50,13.80,3.60,215000.00,28.10,16.80,15.10,5.30,11.20,17.90,5.60,4.00,6.70,7.20,86.20,83.60,12.30,4.10,18.00,44.70,26.60,7.80,2.90,1.30,3.10,27732
E01001078,Croydon 032D,10.30,63.25,37.40,21.10,25.00,27.70,18.90,7.40,75.00,3.70,4.30,15.70,1.30,25.00,85.90,14.10,55.70,0.60,1.10,0.10,3.10,0.20,0.40,32.00,6.80,21.10,27.30,43.70,6.00,99.00,1.00,3.30,49.80,24.10,22.60,182500.00,31.30,19.20,15.30,2.80,10.50,14.50,6.40,4.50,7.90,9.10,83.00,80.10,14.60,5.30,34.70,43.70,17.00,3.70,1.00,0.90,2.90,23862
E01001082,Croydon 032E,10.20,63.06,55.30,21.60,22.10,28.40,17.00,10.90,77.50,4.50,2.00,15.10,0.90,22.50,87.50,12.50,58.00,0.20,0.60,0.10,1.80,0.20,0.40,33.30,5.40,19.80,32.50,41.40,5.00,99.30,0.70,2.30,60.80,17.90,18.60,189000.00,32.80,19.60,15.60,2.90,10.20,13.30,5.60,4.00,8.40,9.10,82.50,79.60,15.20,5.20,32.10,39.10,22.10,4.60,2.00,1.10,2.50,23180
E01001120,Croydon 033A,3.60,65.64,30.60,25.20,35.80,10.00,19.80,9.20,77.80,3.50,9.50,8.60,0.60,22.20,83.70,16.30,60.90,0.50,4.00,0.20,3.30,0.10,0.60,22.60,7.80,39.00,52.30,0.60,6.70,98.80,1.20,10.50,39.10,48.10,2.30,248975.00,16.30,16.60,17.60,3.30,11.50,29.90,4.80,3.50,5.50,9.80,84.70,85.70,10.80,3.50,12.70,49.00,27.50,8.30,2.50,1.40,2.40,37851
E01001122,Croydon 033B,3.90,70.70,123.80,23.10,42.40,7.10,17.00,10.50,69.70,3.10,18.60,8.10,0.60,30.30,72.80,27.20,61.40,1.20,5.70,0.40,5.50,0.50,0.80,18.00,6.60,40.00,49.30,1.20,8.10,97.90,2.10,31.30,58.90,3.30,6.60,388000.00,10.60,12.80,16.30,3.10,11.00,40.70,5.60,5.20,4.00,6.30,89.70,87.80,9.40,2.70,10.50,35.90,37.50,12.80,3.40,1.70,2.10,51335
E01001123,Croydon 033C,3.90,59.45,74.90,22.90,41.30,7.00,22.40,6.40,79.60,3.10,10.00,6.20,1.10,20.40,84.30,15.70,65.70,0.70,4.00,0.30,4.70,0.70,0.60,16.60,6.70,52.30,41.60,1.20,4.00,99.00,1.00,27.30,68.90,2.60,1.20,345000.00,16.10,14.10,16.60,4.30,12.90,30.80,5.20,3.50,5.50,10.40,84.10,83.80,13.10,3.20,11.00,45.50,32.80,8.40,2.30,1.50,1.30,47045
E01001124,Croydon 033D,3.80,61.35,60.10,22.30,46.50,5.40,20.40,5.40,84.60,2.90,9.40,2.80,0.30,15.40,87.60,12.40,67.00,0.30,4.10,0.00,2.80,0.10,1.00,17.40,7.40,56.70,39.10,0.70,3.10,99.00,1.00,30.20,53.50,16.10,0.20,425000.00,11.90,12.60,17.20,2.10,12.50,39.30,4.40,3.10,5.70,8.20,86.10,85.80,11.20,3.00,7.10,38.80,41.20,10.00,3.00,1.60,1.40,53237
E01001125,Croydon 033E,5.70,66.42,38.80,21.10,36.20,9.60,21.40,11.60,73.20,2.80,16.30,6.40,1.30,26.80,80.70,19.30,59.00,0.80,6.60,0.20,7.30,0.50,0.10,18.20,7.30,39.70,43.20,1.80,14.10,98.40,1.60,6.50,73.70,6.70,13.10,300750.00,15.90,16.80,17.90,3.20,11.30,29.20,5.80,4.00,6.30,8.80,84.90,84.60,11.20,4.20,15.60,40.00,33.10,7.50,3.80,1.40,3.00,39750
E01001058,Croydon 034A,6.00,63.05,19.70,23.40,33.40,12.70,22.50,8.10,81.20,3.00,7.20,7.90,0.60,18.80,84.20,15.80,62.10,0.60,3.40,0.20,1.70,0.00,0.20,23.90,7.80,37.80,48.60,4.20,7.50,98.90,1.10,8.30,10.60,79.10,1.90,213250.00,15.20,15.00,20.10,2.10,12.40,30.40,4.90,4.10,6.90,8.10,85.10,84.50,11.00,4.40,12.90,54.70,27.10,4.40,1.00,1.30,2.50,37178
E01001059,Croydon 034B,4.40,69.99,18.50,15.50,24.30,11.30,42.80,6.20,82.60,4.30,5.10,6.70,1.40,17.40,86.30,13.70,57.50,0.90,1.60,0.40,4.20,0.10,0.10,28.90,6.20,30.50,44.10,3.20,21.10,98.90,1.10,2.00,5.00,43.10,49.90,160000.00,15.40,17.10,19.10,3.40,13.20,27.60,4.20,3.60,5.30,6.20,88.50,84.90,11.50,3.70,17.80,61.70,18.50,1.70,0.30,1.10,2.10,32838
E01001060,Croydon 034C,5.20,65.84,151.70,21.60,26.60,13.40,31.50,6.80,80.30,4.50,6.10,8.70,0.40,19.70,85.70,14.30,56.40,0.30,2.70,0.20,1.60,1.10,0.10,29.30,8.40,28.90,47.80,7.30,14.30,99.20,0.80,5.00,8.80,61.60,24.60,185000.00,15.10,19.60,17.80,2.20,14.50,25.30,5.50,3.50,4.60,8.50,86.90,84.80,12.10,3.10,14.60,52.70,25.70,5.00,2.00,1.30,2.50,32565
E01001061,Croydon 034D,6.70,67.19,45.40,19.30,22.30,14.30,36.90,7.20,76.00,5.50,6.80,10.20,1.40,24.00,85.10,14.90,55.40,0.10,2.30,0.30,4.60,0.30,0.40,28.40,8.10,21.30,43.10,14.20,20.20,99.20,0.80,1.20,47.80,8.30,42.70,153000.00,21.40,16.70,19.30,3.30,12.90,22.00,4.40,4.10,7.80,8.50,83.60,81.50,13.40,5.20,21.50,50.30,22.00,5.00,1.20,1.10,1.90,27999
E01001065,Croydon 034E,5.60,67.47,117.60,12.50,30.80,6.10,45.50,5.10,84.40,2.90,5.70,6.10,0.80,15.60,86.00,14.00,62.10,0.70,1.60,0.00,2.50,0.00,0.70,23.60,8.80,34.10,41.20,2.20,21.60,98.10,1.90,6.90,32.60,10.50,50.10,169000.00,18.30,15.00,18.00,3.00,13.30,28.20,4.20,2.50,7.00,9.00,84.00,81.60,14.40,4.00,22.90,49.40,19.50,6.80,1.30,1.20,2.20,35227
E01001066,Croydon 034F,10.80,59.82,16.30,20.30,15.40,31.00,23.70,9.50,60.10,6.10,7.90,23.70,2.30,39.90,78.70,21.30,54.60,0.30,1.20,0.40,9.30,0.20,0.40,25.90,7.60,12.80,23.30,54.80,7.50,99.60,0.40,2.20,32.10,28.50,37.20,197500.00,27.60,17.50,17.90,1.80,10.90,18.60,5.70,4.80,9.00,9.20,81.80,80.60,13.00,6.40,35.10,45.20,14.40,4.30,1.00,0.90,1.30,24178
E01001119,Croydon 034G,2.60,67.41,68.90,22.20,38.90,9.00,22.90,6.90,89.90,1.40,3.90,3.90,0.90,10.10,91.80,8.20,69.00,0.10,1.60,0.20,1.60,0.10,0.30,21.80,5.40,43.20,47.70,4.20,4.00,99.70,0.30,10.60,81.80,5.40,2.20,244000.00,16.90,15.80,18.90,5.20,14.40,25.50,3.40,3.20,5.00,7.80,87.30,86.10,10.80,3.10,7.60,47.20,34.70,7.30,3.10,1.50,2.00,41532
E01001126,Croydon 034H,3.40,64.19,22.00,20.10,36.10,11.00,26.40,6.40,85.00,4.20,5.70,4.50,0.60,15.00,89.40,10.60,64.10,0.30,2.60,0.10,1.30,0.00,0.50,24.00,7.10,43.00,45.70,3.00,7.00,99.00,1.00,11.90,55.30,11.40,21.40,242500.00,19.20,15.10,18.70,3.70,14.50,24.80,4.10,3.00,6.30,8.70,85.00,82.70,13.70,3.60,15.70,48.50,28.10,5.40,2.30,1.30,2.00,39610
E01001032,Croydon 035A,2.70,57.66,64.60,22.70,47.90,5.40,17.90,6.20,81.50,3.30,11.40,2.80,1.00,18.50,85.20,14.80,64.50,0.30,5.70,0.40,3.20,0.00,0.10,18.10,7.70,53.30,39.00,0.40,6.90,98.50,1.50,74.80,15.70,1.50,8.00,425000.00,11.40,9.20,16.60,1.80,12.80,42.60,5.50,2.20,6.20,9.40,84.40,85.60,10.50,3.90,8.50,41.20,37.90,8.10,4.40,1.60,1.60,53136
E01001101,Croydon 035B,4.00,63.81,54.70,32.80,39.90,4.10,17.10,6.10,83.30,3.40,9.00,3.20,1.10,16.70,87.90,12.10,67.10,0.40,3.60,0.20,1.30,0.60,0.00,16.80,10.00,47.20,47.50,1.00,3.30,99.20,0.80,38.60,59.30,1.00,1.20,377500.00,11.00,13.30,17.30,3.80,13.00,37.90,3.70,4.00,3.20,7.90,88.80,90.10,7.90,2.00,7.70,33.40,42.80,14.10,2.00,1.70,1.10,52119
E01001102,Croydon 035C,2.20,57.28,63.70,20.20,35.70,5.00,31.40,7.80,79.80,3.30,12.10,3.90,0.90,20.20,84.00,16.00,66.90,0.30,5.50,0.40,3.60,0.10,0.10,16.70,6.40,48.90,34.00,7.10,8.60,97.00,3.00,43.90,26.40,1.80,27.90,322500.00,15.40,11.10,14.90,2.30,12.40,37.70,6.30,4.00,8.50,12.00,79.50,80.70,14.50,4.90,17.00,39.30,30.60,10.20,2.80,1.40,1.90,49037
E01001107,Croydon 035D,5.10,64.73,75.50,19.90,40.80,4.80,26.90,7.60,73.30,4.90,15.90,5.00,0.90,26.70,79.60,20.40,57.80,0.50,5.60,0.20,3.80,1.10,0.20,23.50,7.40,44.40,36.40,2.30,16.00,97.50,2.50,56.80,12.40,0.90,29.90,415000.00,9.30,9.80,15.20,2.30,13.00,46.30,4.10,3.30,4.10,8.50,87.40,87.80,10.10,2.00,10.60,45.60,32.60,8.30,2.90,1.50,1.90,52772
E01001108,Croydon 035E,4.10,60.84,54.40,27.70,43.50,6.50,15.90,6.40,80.40,4.70,9.90,4.00,0.90,19.60,86.30,13.70,63.40,1.20,3.00,0.40,3.00,0.20,0.60,20.60,7.50,48.20,45.40,1.80,3.50,98.60,1.40,57.30,38.90,1.60,2.20,357500.00,9.20,10.50,17.00,2.40,12.00,45.80,3.10,3.20,4.10,6.50,89.30,88.00,9.30,2.70,7.30,36.90,43.50,8.10,4.10,1.70,1.50,56959
E01001076,Croydon 036A,11.10,60.83,34.30,24.30,22.40,23.10,22.00,8.30,73.20,7.40,4.70,13.40,1.20,26.80,85.40,14.60,56.50,0.60,1.20,0.00,2.30,0.40,0.40,31.60,7.00,19.30,31.20,32.70,15.30,98.10,1.90,1.90,46.50,23.60,28.00,198250.00,35.80,17.20,16.30,3.10,8.70,13.00,5.90,4.30,8.30,9.00,82.70,80.20,13.90,5.90,36.00,39.80,17.00,5.70,1.50,1.00,2.70,23117
E01001079,Croydon 036B,10.40,60.92,30.30,20.20,23.50,27.70,22.10,6.60,77.90,4.40,2.30,14.80,0.60,22.10,87.00,13.00,57.90,0.30,1.10,0.40,1.90,0.00,0.20,31.90,6.20,17.50,27.10,44.60,8.90,98.30,1.70,2.80,42.20,27.10,26.90,185000.00,34.00,16.90,15.80,2.30,11.50,13.00,6.50,5.60,10.20,9.00,80.80,78.60,14.60,6.80,36.20,41.30,16.40,3.40,2.70,1.00,2.60,22062
E01001080,Croydon 036C,13.90,57.39,21.90,14.00,15.40,25.20,37.30,8.20,71.00,5.20,3.50,18.20,2.10,29.00,83.50,16.50,50.20,0.40,0.40,0.00,5.30,0.30,0.30,34.40,8.60,7.60,10.60,75.10,5.10,98.40,1.60,3.20,19.80,23.50,53.60,172735.00,43.30,16.20,14.80,2.40,9.10,10.00,4.20,4.60,14.50,10.60,74.90,72.90,17.80,9.40,53.00,34.80,10.90,0.90,0.40,0.60,2.50,20098
E01001081,Croydon 036D,11.40,61.46,45.60,20.60,25.30,22.30,22.30,9.50,76.90,4.80,4.20,13.40,0.70,23.10,86.00,14.00,56.60,0.20,0.50,0.50,5.60,0.00,0.30,29.90,6.40,21.30,32.40,37.50,5.90,99.00,1.00,2.70,63.40,20.70,13.10,169000.00,37.40,20.00,15.10,2.30,9.50,8.30,7.40,5.00,9.90,9.80,80.30,77.90,16.50,5.50,32.00,42.10,20.60,4.30,1.00,1.00,2.60,22220
E01001073,Croydon 037A,6.30,70.09,30.70,18.40,28.50,8.90,33.50,10.70,74.20,5.80,13.50,6.00,0.60,25.80,78.30,21.70,58.70,1.20,4.70,0.10,2.80,0.10,0.30,23.60,8.50,28.20,40.90,7.80,22.20,95.50,4.50,21.20,27.80,10.70,40.30,248000.00,11.40,12.70,13.90,2.50,14.90,39.70,4.90,2.70,4.90,9.10,86.00,84.70,11.40,4.00,23.50,49.20,22.70,3.40,1.30,1.10,2.60,41999
E01001092,Croydon 037B,6.40,60.21,58.90,23.30,34.00,7.50,25.50,9.70,66.20,4.40,20.00,7.90,1.40,33.80,72.50,27.50,59.10,1.00,8.70,0.20,7.30,1.30,0.70,14.60,7.30,37.40,39.30,4.90,16.50,96.70,3.30,44.10,22.20,1.60,32.10,364000.00,17.40,7.60,12.60,1.40,11.50,40.50,9.10,4.50,11.40,11.10,77.40,78.40,16.00,5.60,16.50,42.50,27.70,9.20,4.10,1.40,2.10,51709
E01001093,Croydon 037C,5.00,65.07,40.50,21.50,26.80,15.30,27.50,8.90,57.50,7.90,19.60,11.50,3.60,42.50,75.10,24.90,55.90,0.50,8.60,0.30,6.20,0.90,0.20,20.70,6.70,29.30,43.80,7.20,16.00,97.50,2.50,23.20,20.10,24.00,32.70,212500.00,14.40,12.70,14.30,3.30,12.20,36.60,6.40,5.20,5.40,7.50,87.20,87.20,9.70,3.10,23.90,48.10,22.90,3.60,1.40,1.10,3.00,38766
E01001096,Croydon 037D,2.90,64.73,39.50,27.70,40.60,9.10,12.50,10.20,71.10,6.80,13.80,7.60,0.80,28.90,79.30,20.70,61.10,0.70,4.20,0.30,5.70,0.10,0.50,20.00,7.50,44.00,43.60,3.40,8.50,99.10,0.90,56.60,34.60,1.70,7.10,402500.00,9.50,9.40,16.50,1.80,13.60,44.20,5.00,4.90,4.10,7.20,88.70,88.30,8.90,2.80,9.10,42.80,35.50,8.90,3.80,1.60,2.30,54568
